animation,animcmd
special_n_shot_object_swallow,game_specialnshotobjectswallow
special_n_smash,game_specialnsmash
special_n_speed,game_specialnspeed
special_n_spin,game_specialnspin
special_n_spit,game_specialnspit
special_n_spit_b,game_specialnspitb
special_n_spit_f,game_specialnspitf
special_n_spit_hi,game_specialnspithi
special_n_start,game_specialnstart
special_n_start,game_specialn
special_n_start_f,game_specialnstartf
special_n_start_h,game_specialnstarth
special_n_start_r,game_specialnstartr
special_n_suction,game_specialnsuction
special_n_swallow,game_specialnswallow
special_n_swallow_wait,game_specialnswallowwait
special_n_take,game_specialntake
special_n_throw_fail,game_specialnthrowfail
special_n_throw_hi,game_specialnthrowhi
special_n_throw_lw,game_specialnthrowlw
special_n_throw_m,game_specialnthrowm
special_n_tron_end,game_specialntronend
special_n_tron_hold,game_specialntronhold
special_n_tron_start,game_specialntronstart
special_n_turn,game_specialnturn
special_n_turn_empty,game_specialnturnempty
special_n_use,game_specialnuse
special_n_use_2,game_specialnuse2
special_n_wait,game_specialnwait
special_n1,game_specialn1
special_n1_cancel,game_specialn1cancel
special_n1_fire,game_specialn1fire
special_n1_fire_max,game_specialn1firemax
special_n1_hold,game_specialn1hold
special_n1_start,game_specialn1start
special_n2,game_specialn2
special_n2,game_specialn1_ex
special_n2_2,game_specialn2_ex
special_n2_3,game_specialn3_ex
special_n2_end,game_specialn2end
special_n2_escape_b,game_specialnescapeb_ex
special_n2_escape_f,game_specialnescapef_ex
special_n2_finish,game_specialn2finish
special_n2_finish_miss,game_specialn2finishmiss
special_n2_loop,game_specialn2loop
special_n2_miss,game_specialn2miss
special_n2_start,game_specialn2start
special_n3,game_specialn3
special_n3_end,game_specialn3end
special_n3_end_max,game_specialn3endmax
special_n3_end_max_turn,game_specialn3endmaxturn
special_n3_end_turn,game_specialn3endturn
special_n3_loop,game_specialn3loop
special_n3_start,game_specialn3start
special_n3_turn,game_specialn3turn
special_s,game_specials
special_s,game_specialsstart
special_s_1,game_specials1
special_s_1_l,game_specials1
special_s_2,game_specials2
special_s_2_l,game_specials2
special_s_3,game_specials3
special_s_3_l,game_specials3
special_s_4,game_specials4
special_s_4_l,game_specials4
special_s_5,game_specials5
special_s_5_l,game_specials5
special_s_6,game_specials6
special_s_6_l,game_specials6
special_s_7,game_specials7
special_s_7_l,game_specials7
special_s_8,game_specials8
special_s_8_l,game_specials8
special_s_9,game_specials9
special_s_9_l,game_specials9
special_s_air_catch,game_specialsaircatch
special_s_appeal,game_specialsappeal
special_s_attack,game_specialsattack
special_s_attack_b,game_specialsattackb
special_s_attack_b_landing,game_specialswallattackblanding
special_s_attack_end,game_specialsattacklanding
special_s_attack_f,game_specialsattackf
special_s_attack_f_landing,game_specialswallattackflanding
special_s_away,game_specialsaway
special_s_blow_end,game_specialsblowend
special_s_blown,game_specialsblown
special_s_bump,game_specialsbump
special_s_cancel,game_specialscancel
special_s_catch,game_specialscatch
special_s_catch_wait,game_specialscatchwait
special_s_change,game_specialschange
special_s_charge,game_specialscharge
special_s_cliff_jump,game_specialscliffjump
special_s_cut,game_specialscut
special_s_dash,game_specialsdash
special_s_dash_hi,game_specialsdashhi
special_s_dash_hop,game_specialsdashhop
special_s_dash_lw,game_specialsdashlw
special_s_discharge,game_specialsdischarge
special_s_down,game_specialsdown
special_s_drag,game_specialsdrag
special_s_drag_cliff,game_specialsdragcliff
special_s_drag_f,game_specialsdragf
special_s_drag_wall,game_specialsdragwall
special_s_drill,game_specialsdrill
special_s_drive,game_specialsdrive
special_s_end,game_specialsend
special_s_end_b,game_specialsendb
special_s_end_f,game_specialsendf
special_s_end_loop,game_specialsendloop
special_s_end_start,game_specialsendstart
special_s_escape,game_specialsescape
special_s_escape_start,game_specialsescapestart
special_s_fail,game_specialsfail
special_s_failure,game_specialsfailure
special_s_fall,game_specialsfall
special_s_fall_landing,game_specialsfalllanding
special_s_fire,game_specialsfire
special_s_front,game_specialsf
special_s_front_dash,game_specialsfdash
special_s_get,game_specialsget
special_s_heading,game_specialsheading
special_s_hit,game_specialshit
special_s_hit_end,game_specialshitend
special_s_hit_reel,game_specialshitreel
special_s_hold,game_specialshold
special_s_hold_end,game_specialsholdend
special_s_hold_jump,game_specialsholdjump
special_s_hold_max,game_specialsholdmax
special_s_hold_start,game_specialsholdstart
special_s_hook,game_specialshook
special_s_item,game_specialsitem
special_s_jump,game_specialsjump
special_s_jump_end,game_specialsjumpend
special_s_jump_end,game_specialsjumplanding
special_s_jump_squat,game_specialsjumpsquat
special_s_kick_landing,game_specialskicklanding
special_s_landing,game_specialslanding
special_s_lariat,game_specialslariat
special_s_loop,game_specialsloop
special_s_max,game_specialsmax
special_s_miss,game_specialsmiss
special_s_move,game_specialsmove
special_s_operation,game_specialsoperation
special_s_over_turn,game_specialsoverturn
special_s_over_turn_start,game_specialsoverturnstart
special_s_rebound,game_specialsrebound
special_s_reel,game_specialsreel
special_s_reel_hi,game_
special_s_reel_lw,game_
special_s_return,game_specialsreturn
special_s_ride,game_specialsride
special_s_ride_loop,game_specialsrideloop
special_s_run,game_specialsrun
special_s_run_turn,game_specialsrunturn
special_s_s,game_specialss
special_s_search,game_specialssearch
special_s_shoot,game_specialsshoot
special_s_shoulder,game_specialsshoulder
special_s_spin,game_specialsspin
special_s_squat,game_specialssquat
special_s_start,game_specialsstart
special_s_start_empty,game_specialsstartempty
special_s_stick,game_specialsstick
special_s_stick_attack,game_specialsstickattack
special_s_stick_attack2,game_specialsstickattack2
special_s_stick_jump,game_specialsstickjump
special_s_stick_jump2,game_specialsstickjump2
special_s_stop_wall,game_specialsstopwall
special_s_throw,game_specialsthrow
special_s_throw,game_specials
special_s_throw_b,game_specialsthrowb
special_s_throw_f,game_specialsthrowf
special_s_throw_hi,game_specialsthrowhi
special_s_throw_lw,game_specialsthrowlw
special_s_turn,game_specialsturn
special_s_turn_end,game_specialsturnend
special_s_turn_loop,game_specialsturnloop
special_s_turn_start,game_specialsturnstart
special_s_walk,game_specialswalk
special_s_walk_empty,game_specialswalkempty
special_s_walk_turn,game_specialsturn
special_s_wall,game_specialswall
special_s_wall_attack_b,game_specialswallattackb
special_s_wall_attack_f,game_specialswallattackf
special_s_wall_clash,game_specialswallclash
special_s_wall_end,game_specialswallend
special_s_wall_jump,game_specialswalljump
special_s_weak,game_specialsweak
special_s_wheelie,game_specialswheelie
special_s_wheelie_end,game_specialswheelieend
special_s_wheelie_start,game_specialswheeliestart
special_s1,game_specials1
special_s1_blank,game_specials1blank
special_s1_end,game_specials1end
special_s1_hit,game_specials1hit
special_s1_lb,game_specials1_lb
special_s1_start,game_specials1start
special_s2,game_specials2
special_s2_attack,game_specials2attack
special_s2_dash,game_specials2dash
special_s2_end,game_specials2end
special_s2_hi,game_specials2hi
special_s2_hit,game_specials2hit
special_s2_hit_landing,game_specials2hitlanding
special_s2_hold,game_specials2hold
special_s2_lb,game_specials2_lb
special_s2_loop,game_specials2loop
special_s2_lw,game_specials2lw
special_s2_nana,game_specials2nana
special_s2_start,game_specials2start
special_s3,game_specials3
special_s3_1,game_specials31
special_s3_1,game_specials3_1
special_s3_1_hi,game_specials3_1hi
special_s3_1_lw,game_specials3_1lw
special_s3_2,game_specials32
special_s3_dash,game_specials3dash
special_s3_hi,game_specials3hi
special_s3_lb,game_specials3_lb
special_s3_lw,game_specials3lw
special_s3_s,game_specials3s
special_s3_throw,game_specials3throw
special_s32,game_specials32
special_s4_hi,game_specials4hi
special_s4_lw,game_specials4lw
special_s4_s,game_specials4s
squat,game_squat
squat_b,game_squatb
squat_f,game_squatf
squat_rv,game_squatrv
squat_step_pose,game_squatsteppose
squat_step_pose_back,game_squatstepposeback
squat_wait,game_squatwait1
squat_wait_item,game_squatwaititem
squat_wait2,game_squatwait2
step_fall,game_stepfall
step_jump,game_stepjump
step_pose,game_steppose
step_pose_air,game_stepposeair
step_pose_back,game_stepposeback
stomach,game_
stop_ceil,game_stopceil
stop_wall,game_stopwall
summon,game_wait4
super_lift_fall,game_superliftfall
super_lift_jump,game_superliftjump
super_lift_jump_squat,game_superliftjumpsquat
super_lift_landing,game_superliftlanding
super_lift_turn,game_superliftturn
super_lift_wait,game_superliftwait
super_lift_walk_fast,game_superliftwalkfast
super_lift_walk_middle,game_superliftwalkmiddle
super_lift_walk_slow,game_superliftwalkslow
super_special,game_superspecial
super_special2_blow,game_superspecial2
super_special2_start,game_superspecial2start
swallowed,game_swallowed
swim,game_swim
swim_drown,game_swimdrown
swim_drown_out,game_swimdrownout
swim_end,game_swimend
swim_f,game_swimf
swim_rise,game_swimrise
swim_turn,game_swimturn
swim_up,game_swimup
swim_up_damage,game_swimupdamage
sword,game_
tank_empty,game_tankempty
tank_empty_sub,game_tankemptysub
throw_b,game_throwb
throw_b_l,game_throwb
throw_b_nana,game_throwbnana
throw_f,game_throwf
throw_f_b,game_throwfb
throw_f_f,game_throwff
throw_f_hi,game_throwfhi
throw_f_l,game_throwf
throw_f_lw,game_throwflw
throw_f_nana,game_throwfnana
throw_hi,game_throwhi
throw_hi_l,game_throwhi
throw_hi_nana,game_throwhinana
throw_lw,game_throwlw
throw_lw_l,game_throwlw
throw_lw_nana,game_throwlwnana
thrown_b,game_thrownb
thrown_b_big,game_thrownb
thrown_b_dx,game_thrownb
thrown_b_girl,game_thrownb
thrown_f,game_thrownf
thrown_f_big,game_thrownf
thrown_f_donkey_b,game_thrownfdonkeyb
thrown_f_donkey_b_dx,game_thrownfdonkeyb
thrown_f_donkey_b_girl,game_thrownfdonkeyb
thrown_f_donkey_f,game_thrownfdonkeyf
thrown_f_donkey_f_dx,game_thrownfdonkeyf
thrown_f_donkey_f_girl,game_thrownfdonkeyf
thrown_f_donkey_hi,game_thrownfdonkeyhi
thrown_f_donkey_hi_dx,game_thrownfdonkeyhi
thrown_f_donkey_hi_girl,game_thrownfdonkeyhi
thrown_f_donkey_lw,game_thrownfdonkeylw
thrown_f_donkey_lw_dx,game_thrownfdonkeylw
thrown_f_donkey_lw_girl,game_thrownfdonkeylw
thrown_f_dx,game_thrownf
thrown_f_girl,game_thrownf
thrown_hi,game_thrownhi
thrown_hi_big,game_thrownhi
thrown_hi_dx,game_thrownhi
thrown_hi_girl,game_thrownhi
thrown_lw,game_thrownlw
thrown_lw_big,game_thrownlw
thrown_lw_dx,game_thrownlw
thrown_lw_girl,game_thrownlw
thrown_lw_lay_down,game_thrownlwlaydown
toonlink_fear,game_toonlinkfear
toonlink_fear_donkey,game_toonlinkfeardonkey
toonlink_fear_donkey_reverse,game_toonlinkfeardonkeyreverse
toonlink_fear_dx,game_toonlinkfeardx
toonlink_fear_dx_reverse,game_toonlinkfeardxreverse
toonlink_fear_girl,game_toonlinkfeargirl
toonlink_fear_girl_reverse,game_toonlinkfeargirlreverse
toonlink_fear_reverse,game_toonlinkfearreverse
turn,game_turn
turn_dash,game_turndash
turn_dash_l,game_turndash
turn_end_pose,game_
turn_l,game_turn
turn_run,game_turnrun
turn_run_brake,game_turnrunbrake
turn_run_brake_l,game_turnrunbrake
turn_run_l,game_turnrun
visor,game_
visual_scene_01,game_visualscene
visual_scene_01,game_visualscene01
visual_scene_02,game_visualscene02
visual_scene_03,game_visualscene03
visual_scene_04,game_visualscene04
visual_scene_05,game_visualscene05
visual_scene_attack,game_visualsceneattack
visual_scene_entry,game_visualsceneentry
visual_scene01,game_visualscene01
visual_scene02,game_visualscene02
visual_scene03,game_visualscene03
visual_scene04,game_visualscene04
visual_scene05,game_visualscene05
wait,game_wait1
wait_2,game_wait2
wait_3,game_wait3
wait_4,game_wait4
wait_5,game_wait5
wait_b,game_wait1b
wait_dragon,game_
wait_f,game_wait1f
wait_item,game_waititem
walk_brake_l,game_walkbrakel
walk_brake_l_b,game_walkbrakelb
walk_brake_r,game_walkbraker
walk_brake_r_b,game_walkbrakerb
walk_fall_l,game_walkfalll
walk_fall_l_b,game_walkfalllb
walk_fall_r,game_walkfallr
walk_fall_r_b,game_walkfallrb
walk_fast,game_walkfast
walk_fast_b,game_walkfastb
walk_middle,game_walkmiddle
walk_middle_b,game_walkmiddleb
walk_slow,game_walkslow
walk_slow_b,game_walkslowb
wall_damage,game_walldamage
win_1,game_win1
win_1,game_win1a
win_1_nana,game_win1nana
win_1_wait,game_win1wait
win_1_wait,game_win1await
win_1_wait,game_win1
win_1_wait_nana,game_win1waitnana
win_1a,game_win1a
win_1a_wait,game_win1await
win_1b,game_win1b
win_1b_wait,game_win1bwait
win_1c,game_win1c
win_1c_wait,game_win1cwait
win_1d,game_win1d
win_1d_wait,game_win1dwait
win_1e,game_win1e
win_1e_wait,game_win1ewait
win_1f,game_win1f
win_1f_wait,game_win1fwait
win_2,game_win2
win_2,game_win2a
win_2_nana,game_win2nana
win_2_wait,game_win2wait
win_2_wait,game_win2await
win_2_wait_nana,game_win2waitnana
win_2a,game_win2a
win_2a_wait,game_win2await
win_2b,game_win2b
win_2b_wait,game_win2bwait
win_2c,game_win2c
win_2c_wait,game_win2cwait
win_2d,game_win2d
win_2d_wait,game_win2dwait
win_2e,game_win2e
win_2e_wait,game_win2ewait
win_2f,game_win2f
win_2f_wait,game_win2fwait
win_2g,game_win2g
win_2g_wait,game_win2gwait
win_3,game_win3
win_3,game_win3a
win_3_g,game_win3
win_3_nana,game_win3nana
win_3_wait,game_win3wait
win_3_wait,game_win3await
win_3_wait,game_win3
win_3_wait_nana,game_win3waitnana
win_3a,game_win3a
win_3a_wait,game_win3await
win_3b,game_win3b
win_3b_wait,game_win3bwait
win_3c,game_win3c
win_3c_wait,game_win3cwait
win_3d,game_win3d
win_3d_wait,game_win3dwait
win_3e,game_win3e
win_3e_wait,game_win3ewait
win_4,game_win4
win_4_wait,game_win4wait
wing_fold,game_wingfold
wing_loop,game_wingloop
yoshi_egg,game_yoshiegg
younglink_fear,game_younglinkfear
younglink_fear_donkey,game_younglinkfeardonkey
younglink_fear_donkey_reverse,game_younglinkfeardonkeyreverse
younglink_fear_dx,game_younglinkfeardx
younglink_fear_dx_reverse,game_younginkfeardxreverse
younglink_fear_girl,game_younglinkfeargirl
younglink_fear_girl_reverse,game_younglinkfeargirlreverse
younglink_fear_reverse,game_younglinkfearreverse
0x0ce973db6b,game_
0x0dfdd7d39a,game_catchairend
0x1607b380b0,game_specialhitop
0x16fdbcbdd3,game_specialhitop
0x1722b02109,game_specialhistopceil
0x1752f0ce4c,game_specialhijump
0x17a8fff32f,game_specialhijump
0x17d8bf1c6a,game_specialhistopceil
0x1950295561,game_scopeairrapidfly5
0x1950295561,game_scopeairrapidfly1
0x19b94af054,game_scopeairrapidfly3
0x19b94af054,game_scopeairrapidfly1
0x1ce0786621,game_specialairlw1failure
0x1de0b1705d,game_specialairnfire3
0x0f8452c34f,0x12baec36fb
0x16089e839e,0x147a376185
0x166f285bd6,0x180e774016
0x19221082ba,0x1a74d2bf62
0x1933420e2a,0x195dc47911
0x197f2e7624,0x19874546c3
0x1a19b5a6ab,0x1ad72f498c
0x1a7d160ec4,0x1bf548961f
0x1b0a19c47f,0x1c1b9091bb
0x1c0457bf55,0x19f84842f3
0x1c0457bf55,0x198822b67c
0x1c73508fc3,0x198f4f7265
0x1c73508fc3,0x198822b67c
0x1c743d4bda,0x198822b67c
0x1c90a5cf37,0x1b6ab9a1bf
0x1c9a332af6,0x19662cd750
0x1c9a332af6,0x198822b67c
0x1cb5359b43,0x1b07509826
0x1ced341a60,0x19112be7c6
0x1ced341a60,0x198822b67c
0x1e8e945710,0x1d5395c73f
